tweet_id,time_created,url,username,text,likes,replies,retweets
1807449884502737277,2024-06-30 16:23:27+00:00,https://x.com/UGM_FESS/status/1807449884502737277,UGM_FESS,"Yujiem aku mau nanya, pacar ku tu agak susah active listening, menurut kalian gimana yaa cara ngebantu dia jadi active listening",2,2,0
1807439803971195280,2024-06-30 15:43:24+00:00,https://x.com/UGM_FESS/status/1807439803971195280,UGM_FESS,"Luv malem"" gini rasanya butuh pacar dah",16,4,1
1807439388508631457,2024-06-30 15:41:45+00:00,https://x.com/UGM_FESS/status/1807439388508631457,UGM_FESS,luv punya pasangan tukang kentut. Yay or nay?,8,22,0
1807435970046042524,2024-06-30 15:28:10+00:00,https://x.com/UGM_FESS/status/1807435970046042524,UGM_FESS,"kulak! hai guys aku ada preloved beberapa baju, rok, crop top, krudung, dsb. kisaran 8-20k aja. buat ciwi2 yaa. komen aja kalau minat (nnti aku dm) thanks.",4,38,0
1807432528988635556,2024-06-30 15:14:30+00:00,https://x.com/UGM_FESS/status/1807432528988635556,UGM_FESS,"Yujiem Ada yang minat tentang komunikasi KE3???
Online dan dapatkan benefit nya, 
Doorprize mini course pertambangan bagi yang beruntung https://t.co/Wmaojtj8KR",2,0,0
1807424158005080228,2024-06-30 14:41:14+00:00,https://x.com/UGM_FESS/status/1807424158005080228,UGM_FESS,"Capek bgt tapi gabisa tidur, ada yg mau sleepcall an ga? Sender cewe luv",1,1,0
1807421881676611877,2024-06-30 14:32:11+00:00,https://x.com/UGM_FESS/status/1807421881676611877,UGM_FESS,"https://t.co/zRJJEQBE0x
Yujiem sender nyerah, udah jadian samaa praktikan lain ternyata",1,1,0
1803710973959864823,2024-06-20 08:46:22+00:00,https://x.com/UGM_FESS/status/1803710973959864823,UGM_FESS,Ugm_fess dari sekian banyak orang kenapa malah naksir asprak si?,45,30,3
1807421816698466753,2024-06-30 14:31:56+00:00,https://x.com/UGM_FESS/status/1807421816698466753,UGM_FESS,"untuk menghargai nasi sebagai berkah yang tidak baik diperjualbelikan. Dan sekarang petilasan beliau jadi tempat yang disakralkan, bukan untuk berdoa tapi sebagai tempat bersedekah",6,0,0
1807421815360524311,2024-06-30 14:31:55+00:00,https://x.com/UGM_FESS/status/1807421815360524311,UGM_FESS,"Yujiem sender KKN di daerah yang masih kental tradisi mereka, dimana ngga boleh jualan nasi. Hayo ada yang tau dimana? Jujur pas tau tradisi tersebut, sempet bertanya-tanya. Ternyata ada sejarah dibalik itu, dimana ternyata ada sesepuh yang melarang hal tersebut (cont)",22,5,0
1807417434204524982,2024-06-30 14:14:31+00:00,https://x.com/UGM_FESS/status/1807417434204524982,UGM_FESS,ugm_fess guys minta tolong bgt isi kuesioner aku dong kurang 18 responden...makasih bgttt🫰😭😭 https://t.co/dnb4Mr9tvS,12,14,2
1807411889154204062,2024-06-30 13:52:29+00:00,https://x.com/UGM_FESS/status/1807411889154204062,UGM_FESS,"dulu pernah ada obrolan bahas ttg pacar idaman trus H jawab ""kalo tipeku sih S (namaku)"". aku ga ikut obrolan tsb, taunya krn dikasih tau temenku. ini aku boleh geer gasii 😭🙏🏻 apa aku chat aja ya, nanya "" why are you liking my selfies? do you like me?"" 😭🙏🏻",0,0,0
1807411887774298142,2024-06-30 13:52:28+00:00,https://x.com/UGM_FESS/status/1807411887774298142,UGM_FESS,"luv jadi awal tahun ini deptku ada kerjasama sm univ LN, bikin projek, dan aku ikut. salah satu mhs dari LN sebut saja H (cowo) ini selalu like sgku yang isinya selfie. literally selfie doang, pas aku up fotbar temen atau foto lain ga dilike. trus keinget (cont)",1,3,0
1807410841626820669,2024-06-30 13:48:19+00:00,https://x.com/UGM_FESS/status/1807410841626820669,UGM_FESS,"gusy minta saran photobox ucul dong, makasi bnyak yaa yujiem",39,6,0
1807410094713483325,2024-06-30 13:45:21+00:00,https://x.com/UGM_FESS/status/1807410094713483325,UGM_FESS,ih kok ga rame menfess soal coc sii ahahaha yujiem,5,4,0
1807407813058314519,2024-06-30 13:36:17+00:00,https://x.com/UGM_FESS/status/1807407813058314519,UGM_FESS,yujiem menurut kalian kalo maba gak bawa motor oke gak? wilayah ugm sekitarnya aman gak yaa buat pejalan kaki? terima kasih!!,58,43,0
1807404992703369373,2024-06-30 13:25:04+00:00,https://x.com/UGM_FESS/status/1807404992703369373,UGM_FESS,"ugm_fess hai guys karena udah musim liburan gini aku kepikiran buat buka jasa antar jemput jarak dekat/jauh, bisa buat temenin liburan juga atau bisa buat temenin penelitian juga (terutama yang mau survey, butuh temen dan ga ada kendaraan) apakah ada yang minat?😀☝",3,1,0
1807402916573262088,2024-06-30 13:16:49+00:00,https://x.com/UGM_FESS/status/1807402916573262088,UGM_FESS,"ugm_fess kalian yg skripsian, pernah gak 1 semester itu isi SKS nya sempro dan skripsi atau skripsi aja... tapi... di 1 semester itu, skripsi ataupun proposal kalian belum siap... nah itu nanti IPKnya gimana? mohon pencerahannya",2,5,0
1807401406560919926,2024-06-30 13:10:49+00:00,https://x.com/UGM_FESS/status/1807401406560919926,UGM_FESS,"Naspad yg 10ribu udah dapet naspad komplit + ayam 😆😆 
- yujiem https://t.co/2MpbcKi5ZM",223,40,9
1807394980295803027,2024-06-30 12:45:17+00:00,https://x.com/UGM_FESS/status/1807394980295803027,UGM_FESS,yujiem! tes tes halo halo ini masuk ga ya baru connect sekarang,1,2,0
1807390313318936796,2024-06-30 12:26:45+00:00,https://x.com/UGM_FESS/status/1807390313318936796,UGM_FESS,(titipan) Aku takut banget misal proker KKN-ku gaada temen yg bantuin. Kira-kira tetep bakal ada yang bantu gak ya guys? 😔 yujiem!,32,19,0
1807389716427477347,2024-06-30 12:24:22+00:00,https://x.com/UGM_FESS/status/1807389716427477347,UGM_FESS,ada yang lagi nyari kosan gak? ini aku mau keluar dri kosan soalnya. harganya 600k deket sama circle k. yujiem,6,33,1
1807387578259136569,2024-06-30 12:15:52+00:00,https://x.com/UGM_FESS/status/1807387578259136569,UGM_FESS,"halo teman2! aku membutuhkan responden untuk penelitian tesisku. kriterianya pernah menggunakan Lion Parcel. mohon kesediaannya untuk membantu isi kuesionerku🙏🏻 ada reward berupa saldo e-wallet bagi responden yg beruntung.

https://t.co/xEfQsz0svZ

terimakasih! https://t.co/JWFbAHqryg",1,0,0
1807387062196473949,2024-06-30 12:13:49+00:00,https://x.com/UGM_FESS/status/1807387062196473949,UGM_FESS,Urgent Yujiem! ada yang tau tempat sewa sound dan mic portable yang bisa dibawa keluar kota? atau hima/ukm ada yang punya yang bisa disewa untuk tanggal 1-5 ga ya?,0,1,0
1807384451200291160,2024-06-30 12:03:27+00:00,https://x.com/UGM_FESS/status/1807384451200291160,UGM_FESS,Hallo warga jogja! Perkenalkan saya koas gigi ugm. Bagi bapak/ibu/teman yang memiliki keluhan gigi berlubang besar atau sisa akar seperti berikut dan bersedia untuk dicabut (gratis) bisa langsung dm @inikoasgigi yaa. Terima kasih😉🙌 https://t.co/rqpNhRhpAS,0,0,0
1807383827704369347,2024-06-30 12:00:58+00:00,https://x.com/UGM_FESS/status/1807383827704369347,UGM_FESS,ini gaada yg preloved standing mirror kah ugm_fess,0,3,0
1807383775669567787,2024-06-30 12:00:46+00:00,https://x.com/UGM_FESS/status/1807383775669567787,UGM_FESS,cont https://t.co/QCCrk7eFkO,1,0,0
1807383763162411393,2024-06-30 12:00:43+00:00,https://x.com/UGM_FESS/status/1807383763162411393,UGM_FESS,"[LAST DAY ORDER]
.
Halo Gadjah Mada Muda 2024! 
.
Ga sempet buat atribut? 
Tenang aja, disini kita sedia semua atribut yg kalian perlukan
.
Selain atribut, kita juga menyediakan merchandise
Ga usah ribet2 bikin, tinggal order aja. Semua atribut sesuai dengan ketentuan dan ada garansi 100%!! 
.
Early Bird ditutup senin 1 juli 15.00

Pembayaran dapat melalui:
1404605966 BNI a.n. Sydney Ilma Zees
Shopeepay/Dana 082137556161

hubungi: 
https://t.co/kOxzgsAUVt
https://t.co/u8yHCkZT2G

_______
Brought to you by: UGM MERCH
https://t.co/HoRFMqGMA3",22,3,0
1807382116013080814,2024-06-30 11:54:10+00:00,https://x.com/UGM_FESS/status/1807382116013080814,UGM_FESS,Saran kegiatan bermanfaat selama liburang dong warga yujiem! sender gabut gulung-gulung di kasur aja,1,6,0
1807378526318043157,2024-06-30 11:39:54+00:00,https://x.com/UGM_FESS/status/1807378526318043157,UGM_FESS,Yujiem museum sonobudoyo itu ada 2 unit ya? Trus masuknya lewat yang sebelah mana?,6,9,0
1807374911801016448,2024-06-30 11:25:33+00:00,https://x.com/UGM_FESS/status/1807374911801016448,UGM_FESS,mas asdos mkp 20 udah ada pawangnya belum ya luv,1,0,0
1807370433576218673,2024-06-30 11:07:45+00:00,https://x.com/UGM_FESS/status/1807370433576218673,UGM_FESS,ada yg mau stay di grass inn solo tanggal 3-4 juli? aku cancel karena ada urusan mendadak 🥲 250an aja yaa yujiem,1,0,0
1807368363271963041,2024-06-30 10:59:31+00:00,https://x.com/UGM_FESS/status/1807368363271963041,UGM_FESS,"Kulak! Preloved!

Kalkulator Scientific Casio fx-350es plus.
Belinya 180rb, dijual 105rb.

Cocok bgt buat anak teknik dan mipa.
Free ongkir area UGM. https://t.co/lvIDnI2Gvw",14,8,1
1807354736309567589,2024-06-30 10:05:22+00:00,https://x.com/UGM_FESS/status/1807354736309567589,UGM_FESS,"Yujiem helpp ada cewe yang buka jasa titip barang kost selama liburan ga? Aku need banget karena belum nemu kost yg cocok, fee bisa dibicarakan kok 🤕",1,6,0
1807348153039163523,2024-06-30 09:39:13+00:00,https://x.com/UGM_FESS/status/1807348153039163523,UGM_FESS,yujiem yg ikut ormada boleh minta tolongg share danusan ku ga yaa..kalo boleh rep ya guys,0,0,0
1807338408811078033,2024-06-30 09:00:30+00:00,https://x.com/UGM_FESS/status/1807338408811078033,UGM_FESS,"yujiem mau tanya, kenapa ya laptop sender gabisa connect ke hotspot hp? tapi kalau ke wifi kost, ugm hotspot, ugm secure, dll tuh bisa. mohon sarannya please, terima kasih orang baik!😔🙏",1,4,0
1807338291601305994,2024-06-30 09:00:02+00:00,https://x.com/UGM_FESS/status/1807338291601305994,UGM_FESS,kulak! yg minat boleh reply yaaa https://t.co/XFfjBfv1ZK,0,9,0
1807332009079111762,2024-06-30 08:35:04+00:00,https://x.com/UGM_FESS/status/1807332009079111762,UGM_FESS,yujiem! ada yg nemu ktp tapping(lanyard) sekitar teknik ga? kemungkinan jatuh di pogung TIA,2,0,2
1807322968219107593,2024-06-30 07:59:08+00:00,https://x.com/UGM_FESS/status/1807322968219107593,UGM_FESS,DICARI! teman pulang (kalo bisa cewe) naik kereta ke jakarta tanggal 3/4 Juli  soalnya ga dibolehin pulang sndiri 😭 temen biasa pulang bareng udh pulang duluann (kali ada reply ya) yujiem,0,1,0
1807314883056452039,2024-06-30 07:27:01+00:00,https://x.com/UGM_FESS/status/1807314883056452039,UGM_FESS,Luv jebul mas² gtg fpn wis due pawang ya?,0,1,0
1807313137127002488,2024-06-30 07:20:04+00:00,https://x.com/UGM_FESS/status/1807313137127002488,UGM_FESS,"Guys yujiem aku pemula baru bikin linkedin😭 ada yang mau connect ngga mutualan kuyy, ntar aku dm",82,96,2
1807310392970137826,2024-06-30 07:09:10+00:00,https://x.com/UGM_FESS/status/1807310392970137826,UGM_FESS,"belom kenal temen-temen, tapi kalo udah kenal dan dinamika nya bisa seru, kalian bakal enjoy kok.",0,0,0
1807310391732797821,2024-06-30 07:09:10+00:00,https://x.com/UGM_FESS/status/1807310391732797821,UGM_FESS,"ugm_fess buat yang sekarang lagi kkn, tenangg, KKN itu ngga semengerikan itu! saling kerja sama aja, saling memahami kalo kalian capek. kalau butuh waktu sendiri, ngga papa kok menyendiri dulu depan pondokan atau jajan sendirian. dibayangan doang cape nya karena (cont)",7,1,0
