tweet_id,time_created,url,username,text,likes,replies,retweets
1852129718813790328,2024-10-31 23:25:10+00:00,https://x.com/UGM_FESS/status/1852129718813790328,UGM_FESS,"ugm_fess Yang buang sampah di basement fisipol bagian timur deket tangga ke sansiro, emg boleh dashboard motor dijadiin tempat sampah? Udh dua kali motorku jd tempat sampah, logikanya dong kak 🥰🥰 https://t.co/J9Xe1rPjw2",445,33,6
1852109562712588408,2024-10-31 22:05:04+00:00,https://x.com/UGM_FESS/status/1852109562712588408,UGM_FESS,"gen ask, pacaran itu emang bikin boros pengeluaran ya? luv!",200,76,3
1852079362054427017,2024-10-31 20:05:04+00:00,https://x.com/UGM_FESS/status/1852079362054427017,UGM_FESS,"hi, hafid Ilkomp 23. I have no intention of telling you face-2-face now or in the near future, so Ill just say it here

I like you, I like your smile, your eyes, and I dont know why, but youve gotten cuter (and hotter) lately,
Anyway, yeah, I like you. Luv",23,2,0
1852063743045464454,2024-10-31 19:03:00+00:00,https://x.com/UGM_FESS/status/1852063743045464454,UGM_FESS,"yujiem! anak kipk yg ternyata mampu beli barang"" mewah tuh bisa dilaporin ga ya? sedih bgt aku yg pas"" an ukt lumayan gede, pdhal udah banding juga. minta uang jajan aja ampe gaberani grgr ukt yang kaya ditembak asal :(",231,29,9
1852046706013302935,2024-10-31 17:55:18+00:00,https://x.com/UGM_FESS/status/1852046706013302935,UGM_FESS,idih kaya pernah ngerjain tugas aja😂 PAS KERJA KELOMPOK AJA GA PERNAH NONGOL WKWKWK INISIAL G AKT 22 YUJIEM GATAU DIRIII https://t.co/M038AQRjYd,95,8,5
1852046676879413656,2024-10-31 17:55:11+00:00,https://x.com/UGM_FESS/status/1852046676879413656,UGM_FESS,"Titip Kulak jual barang kos karena udah ga dipake lagi, terimakasih https://t.co/22BFzwDZmm",16,28,0
1852042239238902061,2024-10-31 17:37:33+00:00,https://x.com/UGM_FESS/status/1852042239238902061,UGM_FESS,"Info oper kost putri Jakal km 5 deket fore. bisa ditempatin mulai bulan november. info lebi lanjut chat nomor di wa yaa!! 0895 3691 88023

yujiem https://t.co/KUa4mQ7ELu",37,7,1
1852039220401242517,2024-10-31 17:25:34+00:00,https://x.com/UGM_FESS/status/1852039220401242517,UGM_FESS,"keberadaanya. Saya jadi khawatir kalau ternyata terlihat menyeramkan dan bikin gak nyaman, haha 😔 luv!

https://t.co/kQraAS85qh",1,0,0
1851993590349861375,2024-10-31 14:24:14+00:00,https://x.com/UGM_FESS/status/1851993590349861375,UGM_FESS,"Ketemu lagi, tapi sepertinya belakangan sedang lelah. Semoga nanti bisa lekas senyum lebar lagi ya, seperti saat kamu ketemu anak kucing di bawah Jembaya waktu itu luv!

https://t.co/ryNpDL1p89",419,40,7
1852039219126112630,2024-10-31 17:25:33+00:00,https://x.com/UGM_FESS/status/1852039219126112630,UGM_FESS,"Agak kaget karena sedikit ramai. Mau meluruskan, kebetulan saya beberapa kali papasan karena (mungkin) jadwal dan gedung kuliah yang mirip sama mbaknya. Jadi saya bukannya sengaja nungguin, tapi kalau ada dia entah kenapa saya selalu sadar saja sama (cont)",6,2,0
1852035600179675183,2024-10-31 17:11:10+00:00,https://x.com/UGM_FESS/status/1852035600179675183,UGM_FESS,"Yujiem! kalian kalau naruh uang tabungan di mana? Aku cuma punya 1 bank terus bingung mau nyisihin uang di mana, kalau ditaruh di bank yang sama ujung ujungnya bakal kepake",30,29,0
1852031782079598912,2024-10-31 16:56:00+00:00,https://x.com/UGM_FESS/status/1852031782079598912,UGM_FESS,yujiem! DICARI CEWE BALI YANG MAU KKN DI BALI (putri daerah yaw) tim KKNnya udah LENGKAP!!,0,0,0
1852031226875441514,2024-10-31 16:53:48+00:00,https://x.com/UGM_FESS/status/1852031226875441514,UGM_FESS,"hari ini aku full kegiatan dari jam 6 pagi sampai 9 malem, baru tidur 3 jam, makan sekali di jam 12 siang. pulang2 kliyengan, ga sanggup buat duduk 😭 jujur takut men!nggal td wkwk maaf curhat yujiem",4,5,0
1852030557997109475,2024-10-31 16:51:08+00:00,https://x.com/UGM_FESS/status/1852030557997109475,UGM_FESS,ugm_fess siapaaa punya getcontact premiummm? urgent,2,6,1
1852028808288715004,2024-10-31 16:44:11+00:00,https://x.com/UGM_FESS/status/1852028808288715004,UGM_FESS,"ugm_fess hlo! ngobrol yuk, sender cwe",6,8,0
1852024571521622232,2024-10-31 16:27:21+00:00,https://x.com/UGM_FESS/status/1852024571521622232,UGM_FESS,i need mas basket FTP jersey no 30 in a way  that is concerning to feminism. i need him carnally. i need him in my veins. yujiem!,0,0,0
1852012687665864776,2024-10-31 15:40:08+00:00,https://x.com/UGM_FESS/status/1852012687665864776,UGM_FESS,luv siapa yang mau random chit chat sama mba kagama yang sedang struggling mencari kerja ini? yuk ngobrol biar tetap waras,1,9,0
1852010584486887758,2024-10-31 15:31:46+00:00,https://x.com/UGM_FESS/status/1852010584486887758,UGM_FESS,"laper ni, enaknya makan apa ya guis? yujiem",0,6,0
1852010210644365613,2024-10-31 15:30:17+00:00,https://x.com/UGM_FESS/status/1852010210644365613,UGM_FESS,"luv ayo temenan sama aku, kesepian bgt huhuhu, aku 👱‍♀️jawa. rep ya nanti aku dm!!",7,19,0
1852010185469898832,2024-10-31 15:30:11+00:00,https://x.com/UGM_FESS/status/1852010185469898832,UGM_FESS,"luv Buattt tim basket FKKMK dan FAPET yg mauu fancam kalian td rep aja yaa, tadi aku ngevideoin yg pada masukin bola basket banyak bgt 😋😋, yg 3 point juga kena record loh🤩🤩 https://t.co/1BhaKVNrQw",48,11,0
