tweet_id,time_created,url,username,text,likes,replies,retweets
1862996858869878816,2024-11-30 23:07:18+00:00,https://x.com/UGM_FESS/status/1862996858869878816,UGM_FESS,"yujiem kakak-kakak di sini ada yang pernah kirim proposal dana kkn ke fakultas teknik dan cair ga ya? kalau ada aku mau tanya-tanya dongg makasiii, happy weekend 🥰",10,2,0
1862990448069091508,2024-11-30 22:41:50+00:00,https://x.com/UGM_FESS/status/1862990448069091508,UGM_FESS,"Permisi, mau prelove barang² kos.
siapa yang mau, reply yaa nanti aku dm 👍 (jangan lupa buka dm nya)
Terima kasih ugm_fess https://t.co/wC4ZSykBIy",0,1,0
1862989822539002073,2024-11-30 22:39:21+00:00,https://x.com/UGM_FESS/status/1862989822539002073,UGM_FESS,"Halo ugm_fess buat temen temen yg suka kucing, aku sedang Open Free Adopt kitten betina
Aktif, manja, suka diajak main
Kalau tertarik, langsung aja hubungi 081259075770 (Roy) https://t.co/UXRNE8IvZA",20,4,3
1862909480146526707,2024-11-30 17:20:05+00:00,https://x.com/UGM_FESS/status/1862909480146526707,UGM_FESS,"Yang blom tidurr, mutualan lanjut dman yokk, siapa tau cocokkan bisa lanjut ehe, mas mas akt 21 luv",20,22,0
1862874254729167133,2024-11-30 15:00:07+00:00,https://x.com/UGM_FESS/status/1862874254729167133,UGM_FESS,"ugm_fess ayo guys join masih extend buat satu hari terbuka untuk semua cluster,  mari jadi bagian tim kkn di pulau bagian barat Indonesia💗💗🤩 https://t.co/1VTDt0en5T",10,2,1
1862874087238029551,2024-11-30 14:59:27+00:00,https://x.com/UGM_FESS/status/1862874087238029551,UGM_FESS,"We listen we don’t judge edisi mahasiswa yujiem:

me go first, dateng ke kelas buat presensi bukan buat belajar https://t.co/iFsgpqjmHb",473,74,16
1862873021368668280,2024-11-30 14:55:13+00:00,https://x.com/UGM_FESS/status/1862873021368668280,UGM_FESS,"İni sender yang sama , akhirnya bulan ini pengeluaran sender diangka 1,2jt 😭 makasih yaaa warga yujiem! atas nasihatnya 🙏🏻🙏🏻 mau konsisten sampai dibawah 1 jt  
https://t.co/JFbzIJi06l",70,3,1
1851952299851079832,2024-10-31 11:40:10+00:00,https://x.com/UGM_FESS/status/1851952299851079832,UGM_FESS,Yujiem! Bulan ini aku hbs 3.4 jt😦 sumpah sender boros banget..pengeluaran kebanyakan krn beli makanan online😵‍💫 minta tipsnya dong gusy gimana cara kalian atur pengeluaran biar ga boncos kya sender😓,470,66,10
1862861703060312267,2024-11-30 14:10:14+00:00,https://x.com/UGM_FESS/status/1862861703060312267,UGM_FESS,ugm_fess PLISS saran penyetan dengan SAMBEL BAWANG yg mantep kalo bisa yg semantep sambelnya ayam &amp; bebek goreng mas budi. sender lg NGIDAMM BGTT tapi mas budi mahal 😔😔😔😔,28,6,4
1862856662748422403,2024-11-30 13:50:13+00:00,https://x.com/UGM_FESS/status/1862856662748422403,UGM_FESS,"ugm_fess izin curhat, kenapa tugas kelompok antar prodi gini rasanya berat banget ya, pasti ada yg ngerasa prodinya paling sibuk dan limpahin ke prodi yg dianggapnya ga ada kerjaan huft, saling ngertiin aja yuk prioritasin akademik lah tolong :(",319,18,19
1862852883772801406,2024-11-30 13:35:12+00:00,https://x.com/UGM_FESS/status/1862852883772801406,UGM_FESS,"yujiem kalau aku open po cream soup isi wortel, jagung, sosis, dgn harga range 5-10k, apakah ada yg mau? survei dulu sih",5,0,0
1862851659719643447,2024-11-30 13:30:20+00:00,https://x.com/UGM_FESS/status/1862851659719643447,UGM_FESS,"luv tlong diangkut adik sy sdg cari pasangan, speknya
- cowok angkatan 21
- klaster agro
- agak mungil tp sekuat macan
- cakep (self claim)
- pinter, rajin solat
- humor rata dengan tanah
- act of service banget
- available 24/7 
Anaknya kena php terus kasihan pdhl lucu",6,5,0
1862850386173771814,2024-11-30 13:25:16+00:00,https://x.com/UGM_FESS/status/1862850386173771814,UGM_FESS,"jadiin tweet ini buat memperkenalkan diri dong bagi anak yujiem yang jomblo😋 siapa tau jadi malming terakhir status kalian ""sendiri"".",82,73,1
1862834045215821835,2024-11-30 12:20:20+00:00,https://x.com/UGM_FESS/status/1862834045215821835,UGM_FESS,"UGM_FESS hello guys, ak mau OPEN PO DIMSUM NIH, ready hari rabu yaa bisa cod/antar area UGM/UNY. Untukk pemesanan bisa langsung ke nomer di foto yaa/ nanti senderr muncul di rep, untukk testii bisa cek di ig /njajaljajan, yukkk yukk di orderrr https://t.co/9ddtd6z2IC",5,3,2
