tweet_id,time_created,url,username,text,likes,replies,retweets
1874237472009576790,2024-12-31 23:33:29+00:00,https://x.com/UGM_FESS/status/1874237472009576790,UGM_FESS,yujiem guys rekomen mua for graduation yang pernah kalian pakai dong sekalian minta reviewnya dari kalian. terima kasih,1,2,1
1874228058863133042,2024-12-31 22:56:05+00:00,https://x.com/UGM_FESS/status/1874228058863133042,UGM_FESS,kalian hebat bgt pokoe🤧💪,3,0,0
1874228057474826625,2024-12-31 22:56:05+00:00,https://x.com/UGM_FESS/status/1874228057474826625,UGM_FESS,"iya ga sii😁kalo sender bakalan kangen sekelas sama prodi lain , apalagi ada ""someone"" prodi sebelah yg bikin semNgat masuk kls di matkul wajib eaa hayo ngaku kalian jg kn wkk, selamat tahun baru guyss!! semangat melanjutkan perjalanan di MIPA tercinta luv!! (cont)",2,1,0
1874228056187167084,2024-12-31 22:56:04+00:00,https://x.com/UGM_FESS/status/1874228056187167084,UGM_FESS,"yujiem !!! siapa disini anak MIPA'24?? Sender mau ngucapin, selamat ya gamami'24 sudah menamatkan 1 semester di mipa beserta lika-liku beratnya!! sender tau kok kalian bakal kangen sama kalkulus, fisdas, pemrograman, apalagi tugas kimia dasar yg asyikk ituu, (cont)",18,6,2
1874226849410375876,2024-12-31 22:51:17+00:00,https://x.com/UGM_FESS/status/1874226849410375876,UGM_FESS,Yujiem sender maba fmipa dan dapet nilai kalkukus C. Itu mending diulang apa engga ya? Sedih bgtt huhuhu,61,28,0
1874223078399672706,2024-12-31 22:36:17+00:00,https://x.com/UGM_FESS/status/1874223078399672706,UGM_FESS,"Sender lupa ada evaluasi dosen di simaster, kalau belum isi gimana ya kakak kakak yujiem :(",211,41,1
1874151067086192996,2024-12-31 17:50:09+00:00,https://x.com/UGM_FESS/status/1874151067086192996,UGM_FESS,Mengakhiri perasaan naksir sender ke crush yang udah berjalan selama 6 tahun!! :D (doain semoga istikhomah paten) Happy new year all yujiem ❤️,34,4,2
1874149826864066833,2024-12-31 17:45:13+00:00,https://x.com/UGM_FESS/status/1874149826864066833,UGM_FESS,yujiem enaknya ngebom towernya dlu apa lc dlu? ternyata dia gamonin mantannya hahahaha. komedi awal taun 💔 https://t.co/62uTBg10OF,2,0,0
1874146046407746040,2024-12-31 17:30:12+00:00,https://x.com/UGM_FESS/status/1874146046407746040,UGM_FESS,Met taun baru semuanyaa🎉 mari kita usahakan wisuda dan dapet kerja di 2025 itu🙏🎉 (🥲) ugm_fess,548,21,107
1874127153157288343,2024-12-31 16:15:07+00:00,https://x.com/UGM_FESS/status/1874127153157288343,UGM_FESS,halo arek yujiem! ada info rental/sewa motor yg avail buat besok ngga yaa? plis urgent banget kalau ada boleh rep ya nanti sender dm!,1,2,0
